"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"10766","GO:0050769",1.5358791719837e-05,0.999995040004375,24,296,"positive regulation of neurogenesis","BP","Atxn1, Bend6, Cfl1, Ctnnb1, Eef1a1, Fez1, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Nap1l1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Stmn2, Tubb2b, Ube2v2"
"10966","GO:0051094",1.53757601175276e-05,0.999993487133313,40,582,"positive regulation of developmental process","BP","Apc, Arpc2, Atxn1, Bend6, Cfl1, Cldn5, Ctnnb1, Eef1a1, Eef1e1, Eif5a, Fdps, Fez1, Fis1, Gpm6b, Hmgb2, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Jund, Map1b, Mapt, Mif, Mmd, Naca, Nap1l1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rgcc, Rheb, Serpine2, Slc25a4, Stmn2, Tmsb4x, Tubb2b, Ube2v2"
"16248","GO:1904951",1.55151371805289e-05,0.99999562865172,20,174,"positive regulation of establishment of protein localization","BP","Arpc2, Fis1, Gapdh, Glul, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mif, Nnat, Ppia, Rgcc, Sox4, Sptbn1, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"9306","GO:0044446",1.62215706657221e-05,0.999991223597502,193,3479,"intracellular organelle part","CC","Acat2, Actb, Actg1, Anapc11, Anapc13, Ap3s1, Apc, Arl8a, Arpc2, Arpc5, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atxn1, Banf1, Basp1, Bsg, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Cycs, Dbi, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1d, Eef1e1, Eif5a, Eml2, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fto, Gabarap, Gapdh, Gas7, Gatm, Gnai2, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mocs2, Mpc1, Myl6, Nav1, Ndn, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pcsk1n, Pebp1, Polr1d, Ppig, Ppp2ca, Ppp2r2b, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scoc, Sdhb, Sec62, Sept7, Serinc1, Slc25a4, Slc25a5, Smdt1, Snap25, Snca, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssr4, Stard3nl, Stx1a, Stx7, Sumo1, Tbca, Thoc7, Timm8b, Tmem256, Tomm7, Top1, Tpr, Tpt1, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Uap1, Ube2v2, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Usp50, Vamp2, Vapa, Ywhae, Zfp260"
"2907","GO:0007267",1.62519170546223e-05,0.999993044182349,41,622,"cell-cell signaling","BP","Akap12, Ank2, Apc, Atxn1, Cdk14, Cdk16, Cfl1, Cnih2, Cpe, Cplx2, Ctnnb1, Dbi, Fabp5, Glul, Gnai2, Hnrnpk, Hras, Ift20, Kif1b, Mapt, Ncs1, Ndrg2, Nnat, Nrgn, Nsmf, Pfdn5, Pfn2, Rab11a, Rab1a, Rab3a, Rtf1, Serpine2, Snap25, Snca, Sncb, Sox4, Stx1a, Tubb2b, Usp47, Vamp2, Vsnl1"
"2908","GO:0007268",1.66050338440153e-05,0.999994329352105,26,346,"chemical synaptic transmission","BP","Akap12, Atxn1, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Glul, Gnai2, Hnrnpk, Hras, Kif1b, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"14318","GO:0098916",1.66050338440153e-05,0.999994329352105,26,346,"anterograde trans-synaptic signaling","BP","Akap12, Atxn1, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Glul, Gnai2, Hnrnpk, Hras, Kif1b, Mapt, Ncs1, Nrgn, Nsmf, Pfn2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"11714","GO:0060284",1.83551674188562e-05,0.999992509096754,36,528,"regulation of cell development","BP","Arpc2, Atxn1, Bend6, Cfl1, Cldn5, Ctnnb1, Eef1a1, Fdps, Fez1, Fgf13, Hmgb2, Hnrnpk, Id2, Map1b, Mapt, Mif, Mmd, Mt3, Naca, Nap1l1, Ncs1, Nefl, Nsmf, Pcp4, Ptprz1, Qk, Rab11a, Rheb, Serpine2, Slc25a4, Snap25, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"4220","GO:0015078",1.90923455532714e-05,0.999995874284362,16,52,"proton transmembrane transporter activity","MF","Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp6v1g1, Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Ndufa4"
"13127","GO:0071840",1.91121451236558e-05,0.999989120920705,151,2778,"cellular component organization or biogenesis","BP","Actb, Actg1, Anapc11, Ank2, Apc, Arpc2, Arpc5, Atpif1, Bsg, Calm3, Capza2, Ccnd2, Cd81, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cox7a2, Cox7a2l, Cplx2, Cst3, Ctnnb1, Dctpp1, Dnajb6, Dstn, Eef1a1, Eif5a, Eml2, Eri3, Evl, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Gabarap, Gapdh, Gas7, Glul, Gnb1, Gpm6a, Gpm6b, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hba-a1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Lmo4, Lsm4, Malat1, Map1b, Mapt, Marcks, Mcrs1, Mfge8, Mif, Mllt11, Mt3, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufb8, Ndufb9, Nefl, Nisch, Npm1, Nsa2, Nsmf, Nucks1, Pcp4, Pebp1, Pfdn2, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Psmg4, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rgcc, Rheb, Rtf1, Sept7, Serinc1, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Son, Sptbn1, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sumo1, Tbca, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Trappc2l, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ubb, Ube2v2, Uchl1, Uqcrb, Uqcrh, Use1, Usp47, Usp50, Vamp2, Vapa, Ywhah"
"3055","GO:0008076",2.02319764108602e-05,0.999998307490964,7,29,"voltage-gated potassium channel complex","CC","Calm1, Calm2, Calm3, Snap25, Stx1a, Sumo1, Vamp2"
"11056","GO:0051239",2.11459004142213e-05,0.99998915727658,68,1161,"regulation of multicellular organismal process","BP","Acat2, Ank2, Apc, Atp1a2, Atxn1, Bend6, Cdk4, Cfl1, Cldn5, Cnih2, Cpe, Ctnnb1, Eef1a1, Evl, Fabp5, Fdps, Fez1, Fgf13, Fto, Gapdh, Gatm, Gnai2, Gng5, Gpm6b, Gpx1, Hmgb2, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Id2, Jund, Map1b, Mapt, Mif, Mmd, Mt3, Naca, Nap1l1, Ncs1, Ndrg2, Nefl, Nsmf, Pcp4, Pebp1, Pfn2, Ppp2ca, Prdx2, Ptgds, Ptprz1, Qk, Rab11a, Rbp1, Rgcc, Rheb, Serpine2, Slc25a4, Snap25, Snca, Sptbn1, Stmn2, Stx1a, Sumo1, Ttc3, Tubb2b, Ube2v2, Usp50, Ywhah"
"14669","GO:0120039",2.13278260223333e-05,0.99999259381015,26,365,"plasma membrane bounded cell projection morphogenesis","BP","Actb, Apc, Bsg, Cfl1, Ctnnb1, Evl, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"10630","GO:0048858",2.20090432856094e-05,0.999992342059054,26,366,"cell projection morphogenesis","BP","Actb, Apc, Bsg, Cfl1, Ctnnb1, Evl, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Ndn, Nefl, Nsmf, Ptprz1, Rab11a, Rab3a, Sept7, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"1850","GO:0005198",2.21451952929528e-05,0.999993574238399,20,188,"structural molecule activity","MF","Actb, Actg1, Akap12, Arpc2, Arpc5, Cldn5, Clta, Mfge8, Myl6, Ndufa7, Nefl, Nisch, Sept7, Sptbn1, Tpr, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"11019","GO:0051179",2.23913040370394e-05,0.999987079278663,128,2365,"localization","BP","Acat2, Actb, Actg1, Akap12, Ank2, Ap3s1, Apc, Arf5, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Bsg, Cd81, Cdk16, Cfl1, Clta, Cnih2, Cpe, Cplx2, Ctnnb1, Dbi, Dnaja1, Dnajb6, Eif5a, Evl, Fabp3, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Glul, Gnai2, Gpm6a, Gpm6b, Gpx1, Hmgb2, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mcrs1, Mfge8, Mif, Mmd, Mpc1, Mt3, Naca, Nav1, Ncs1, Ndn, Nedd8, Nefl, Nisch, Nnat, Npm1, Nsmf, Pcp4, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rgcc, Sec62, Serpine2, Slc25a4, Slc25a5, Smdt1, Snap25, Snca, Sncb, Sox4, Sptbn1, Srsf3, Ssb, Stard3nl, Stx1a, Stx7, Sumo1, Thoc7, Timm8b, Tmsb10, Tmsb4x, Tomm7, Tpr, Trappc2l, Tubb2b, Tulp4, Ubb, Uchl1, Use1, Usp50, Vamp2, Vapa, Vsnl1, Ywhae, Ywhah, Ywhaq"
"8858","GO:0043232",2.27440326170752e-05,0.999987153318327,108,1851,"intracellular non-membrane-bounded organelle","CC","Acat2, Actb, Actg1, Akap12, Anapc11, Ank2, Apc, Arl8a, Arpc2, Arpc5, Atxn1, Banf1, Capza2, Ccnd2, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cox7a2l, Cst3, Ctnnb1, Dbi, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1d, Eef1e1, Eef2, Eml2, Evl, Fau, Fez1, Fgf13, Fkbp1a, Gabarap, Gapdh, Gas7, Gnai2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpk, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Map1b, Mapt, Marcks, Mcrs1, Mllt11, Myl6, Nav1, Ndn, Ndufa7, Nefl, Npm1, Nsmf, Nucks1, Pcp4, Pfn2, Polr1d, Ppp2ca, Ppp2r2b, Rab11a, Rbp1, Rcn2, Rgcc, Rtf1, Sept7, Slc25a5, Snap25, Snca, Snrpg, Sptbn1, Stx1a, Sumo1, Tbca, Thoc7, Tmsb4x, Top1, Tpr, Tpt1, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Vapa, Ywhae, Zc3h15"
"10901","GO:0050998",2.27835837898591e-05,0.99999910143185,5,13,"nitric-oxide synthase binding","MF","Actb, Calm1, Calm2, Calm3, Ctnnb1"
"521","GO:0001764",2.29341674436461e-05,0.999996109856914,11,90,"neuron migration","BP","Ctnnb1, Fgf13, Gpm6a, Hsp90aa1, Mapt, Nav1, Ndn, Nsmf, Ptprz1, Tubb2b, Ywhae"
"3846","GO:0010639",2.29363349686003e-05,0.999992681987786,23,210,"negative regulation of organelle organization","BP","Apc, Arpc2, Capza2, Cfl1, Eml2, Evl, Fez1, Fgf13, Gpx1, H3f3a, Map1b, Mapt, Mcrs1, Npm1, Pfn2, Rgcc, Slc25a5, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x, Tpr"
"6511","GO:0031966",2.29906450290252e-05,0.99998948377383,49,393,"mitochondrial membrane","CC","Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Calm1, Calm2, Calm3, Cfl1, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Fis1, Gatm, Gpx4, Hadhb, Mdh2, Minos1, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nrgn, Pebp1, Ppp2r2b, Sdhb, Slc25a4, Slc25a5, Smdt1, Snca, Timm8b, Tmem256, Tomm7, Uqcr11, Uqcrb, Uqcrh, Uqcrq"
"7632","GO:0034705",2.37906214190313e-05,0.999997945649087,7,30,"potassium channel complex","CC","Calm1, Calm2, Calm3, Snap25, Stx1a, Sumo1, Vamp2"
"10352","GO:0048167",2.41554534592283e-05,0.999994727521813,14,121,"regulation of synaptic plasticity","BP","Cfl1, Cplx2, Dbi, Hnrnpk, Hras, Mapt, Nrgn, Nsmf, Rab11a, Rab3a, Serpine2, Snap25, Snca, Vamp2"
"10986","GO:0051130",2.4907039734544e-05,0.999988933824881,43,632,"positive regulation of cellular component organization","BP","Anapc11, Apc, Arpc2, Arpc5, Atpif1, Cfl1, Ctnnb1, Dstn, Eef1a1, Eif5a, Evl, Fez1, Fis1, Gpm6a, Hnrnpk, Hras, Hsp90aa1, Map1b, Mapt, Mfge8, Mif, Mllt11, Nefl, Npm1, Pcp4, Pebp1, Pfdn2, Pfn2, Ptprz1, Qk, Rab11a, Rgcc, Rtf1, Sept7, Serpine2, Snca, Stmn2, Sumo1, Tomm7, Tpr, Tubb2b, Ube2v2, Usp50"
"15844","GO:1903829",2.72049007520804e-05,0.999992577664286,18,168,"positive regulation of cellular protein localization","BP","Apc, Arpc2, Cfl1, Fis1, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mapt, Mcrs1, Npm1, Rab11a, Sptbn1, Tomm7, Tpr, Vamp2, Ywhae"
"8854","GO:0043228",2.87572988624656e-05,0.999983476186493,108,1865,"non-membrane-bounded organelle","CC","Acat2, Actb, Actg1, Akap12, Anapc11, Ank2, Apc, Arl8a, Arpc2, Arpc5, Atxn1, Banf1, Capza2, Ccnd2, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cox7a2l, Cst3, Ctnnb1, Dbi, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1d, Eef1e1, Eef2, Eml2, Evl, Fau, Fez1, Fgf13, Fkbp1a, Gabarap, Gapdh, Gas7, Gnai2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpk, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lsm4, Map1b, Mapt, Marcks, Mcrs1, Mllt11, Myl6, Nav1, Ndn, Ndufa7, Nefl, Npm1, Nsmf, Nucks1, Pcp4, Pfn2, Polr1d, Ppp2ca, Ppp2r2b, Rab11a, Rbp1, Rcn2, Rgcc, Rtf1, Sept7, Slc25a5, Snap25, Snca, Snrpg, Sptbn1, Stx1a, Sumo1, Tbca, Thoc7, Tmsb4x, Top1, Tpr, Tpt1, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Vapa, Ywhae, Zc3h15"
"6652","GO:0032271",2.99421763332516e-05,0.99999256487705,16,125,"regulation of protein polymerization","BP","Apc, Arpc2, Arpc5, Capza2, Cfl1, Eml2, Evl, Hsp90aa1, Map1b, Mapt, Pfn2, Snca, Sptbn1, Stmn2, Tmsb10, Tmsb4x"
"6269","GO:0031346",3.06391351682446e-05,0.99999021481724,22,259,"positive regulation of cell projection organization","BP","Apc, Arpc2, Cfl1, Eef1a1, Fez1, Gpm6a, Hnrnpk, Hras, Hsp90aa1, Map1b, Mapt, Mif, Nefl, Pcp4, Ptprz1, Qk, Rab11a, Sept7, Serpine2, Stmn2, Tubb2b, Ube2v2"
"11254","GO:0051650",3.13964425928872e-05,0.999992072030673,16,159,"establishment of vesicle localization","BP","Ap3s1, Cnih2, Cplx2, Ctnnb1, Kif1a, Kif1b, Ncs1, Pfn2, Rab11a, Rab1a, Rab3a, Snap25, Snca, Stard3nl, Stx1a, Vamp2"
"14977","GO:1901214",3.1600678470634e-05,0.99999059832197,20,184,"regulation of neuron death","BP","Crlf1, Ctnnb1, Fis1, Gpx1, Hras, Hsp90ab1, Mapt, Mt1, Mt3, Nefl, Npm1, Nsmf, Pcp4, Ppp2r2b, Prdx2, Ptprz1, Snca, Sncb, Ubb, Ube2v2"
"9318","GO:0044459",3.41188908372426e-05,0.999983894360596,48,790,"plasma membrane part","CC","Ank2, Apc, Arpc2, Atp1a2, Bsg, Calm1, Calm2, Calm3, Camk2n1, Cd81, Cdk16, Cfl1, Cldn5, Cldnd1, Clta, Cnih2, Cpe, Crlf1, Ctnnb1, Eef1a1, Fabp5, Fgf13, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Hpca, Hsp90aa1, Hsp90ab1, Mapt, Marcksl1, Mcf2l, Mfge8, Ncs1, Nrgn, Nsmf, Ptprz1, Rab11a, Sept7, Serpine2, Snap25, Sptbn1, Stx1a, Stx7, Sumo1, Usp50, Vamp2"
"15842","GO:1903827",3.47772972092141e-05,0.999987884330396,25,300,"regulation of cellular protein localization","BP","Actb, Apc, Arpc2, Atpif1, Cfl1, Ctnnb1, Dnaja1, Fis1, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mapt, Mcrs1, Npm1, Ppp2ca, Rab11a, Sptbn1, Stx7, Tomm7, Tpr, Vamp2, Ywhae"
"1922","GO:0005488",3.53994400847908e-05,0.999981589181527,242,5111,"binding","MF","Acsbg1, Actb, Actg1, Akap12, Anapc11, Ank2, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5g2, Atp5g3, Atp6v1g1, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Bsg, Calm1, Calm2, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clec2l, Clta, Cmpk1, Cops6, Cox6b1, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a1, Eif4a2, Eif5a, Eml2, Eri3, Evl, Fabp3, Fabp5, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hbb-bs, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mcrs1, Mdh2, Mfge8, Mif, Mocs2, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Ncald, Ncs1, Ndn, Ndufa4, Nedd8, Nefl, Nenf, Nisch, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Pgls, Polr1d, Ppia, Ppig, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Ptgds, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Sdhb, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Srsf3, Ssb, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sult4a1, Sumo1, Tbca, Tcf25, Thoc7, Timm8b, Tmsb10, Tmsb4x, Top1, Tpr, Tpt1, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Tulp4, Uap1, Ubb, Ubc, Ube2v2, Uchl1, Uqcrh, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Yaf2, Ywhae, Ywhah, Ywhaq, Zc3h15, Zfp260, Zfp428"
"14405","GO:0099080",3.70315133553419e-05,0.999985239348064,32,386,"supramolecular complex","CC","Actg1, Ank2, Apc, Arpc2, Cst3, Ctnnb1, Dbi, Dnajb6, Dynlt1a, Eml2, Fez1, Fgf13, Fkbp1a, Gabarap, Gas7, Kif1a, Kif1b, Map1b, Mapt, Nav1, Nefl, Pcp4, Rab11a, Snca, Sptbn1, Tbca, Tpt1, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"14406","GO:0099081",3.70315133553419e-05,0.999985239348064,32,386,"supramolecular polymer","CC","Actg1, Ank2, Apc, Arpc2, Cst3, Ctnnb1, Dbi, Dnajb6, Dynlt1a, Eml2, Fez1, Fgf13, Fkbp1a, Gabarap, Gas7, Kif1a, Kif1b, Map1b, Mapt, Nav1, Nefl, Pcp4, Rab11a, Snca, Sptbn1, Tbca, Tpt1, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"14470","GO:0099512",3.70315133553419e-05,0.999985239348064,32,386,"supramolecular fiber","CC","Actg1, Ank2, Apc, Arpc2, Cst3, Ctnnb1, Dbi, Dnajb6, Dynlt1a, Eml2, Fez1, Fgf13, Fkbp1a, Gabarap, Gas7, Kif1a, Kif1b, Map1b, Mapt, Nav1, Nefl, Pcp4, Rab11a, Snca, Sptbn1, Tbca, Tpt1, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5"
"3028","GO:0008021",4.11982580828682e-05,0.999989406377445,16,143,"synaptic vesicle","CC","Calm1, Calm2, Calm3, Cdk16, Clta, Dbi, Kif1a, Marcksl1, Mt3, Pebp1, Rab3a, Snap25, Snca, Stx1a, Stx7, Vamp2"
"12783","GO:0070997",4.22189198580225e-05,0.999986716650954,21,203,"neuron death","BP","Crlf1, Ctnnb1, Fis1, Gapdh, Gpx1, Hras, Hsp90ab1, Mapt, Mt1, Mt3, Nefl, Npm1, Nsmf, Pcp4, Ppp2r2b, Prdx2, Ptprz1, Snca, Sncb, Ubb, Ube2v2"
"14666","GO:0120035",4.37737268536576e-05,0.999982873652665,30,418,"regulation of plasma membrane bounded cell projection organization","BP","Apc, Arpc2, Cfl1, Eef1a1, Evl, Fez1, Fgf13, Gpm6a, Hnrnpk, Hras, Hsp90aa1, Ift20, Map1b, Mapt, Mif, Ncs1, Nefl, Nsmf, Pcp4, Pfn2, Ptprz1, Qk, Rab11a, Sept7, Serpine2, Snap25, Stmn2, Tubb2b, Ube2v2, Ywhah"
"5796","GO:0030235",4.4039902366583e-05,0.999999080795162,4,7,"nitric-oxide synthase regulator activity","MF","Calm1, Calm2, Calm3, Hsp90aa1"
"2661","GO:0006810",4.49482989860129e-05,0.999973995076084,104,1810,"transport","BP","Acat2, Actb, Actg1, Akap12, Ank2, Ap3s1, Arf5, Arpc2, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Cd81, Cdk16, Cfl1, Clta, Cnih2, Cplx2, Ctnnb1, Dbi, Dnaja1, Eif5a, Fabp3, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Gabarap, Gapdh, Glul, Gnai2, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Ift20, Kif1a, Kif1b, Map1b, Mapt, Mfge8, Mif, Mpc1, Mt3, Naca, Ncs1, Nefl, Nnat, Npm1, Pcp4, Pfn2, Ppia, Ppp2ca, Ppp2r2b, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rgcc, Sec62, Serpine2, Slc25a4, Slc25a5, Smdt1, Snap25, Snca, Sncb, Sox4, Sptbn1, Srsf3, Ssb, Stard3nl, Stx1a, Stx7, Sumo1, Thoc7, Timm8b, Tomm7, Tpr, Trappc2l, Ubb, Uchl1, Use1, Usp50, Vamp2, Vapa, Vsnl1, Ywhae, Ywhah, Ywhaq"
"1261","GO:0003779",4.55156703044823e-05,0.99998652436602,19,188,"actin binding","MF","Arpc2, Arpc5, Capza2, Cfl1, Dstn, Eef2, Evl, Gas7, Hpca, Map1b, Marcks, Marcksl1, Ncald, Pfn2, Snca, Sptbn1, Tmsb10, Tmsb4x, Ywhah"
"3376","GO:0009055",4.70431301899797e-05,0.999989566265007,15,49,"electron transfer activity","MF","Cox4i1, Cox6a1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cycs, Ndufa4, Sdhb, Uqcr11, Uqcrb, Uqcrh, Uqcrq"
"6267","GO:0031344",4.86329391735282e-05,0.999980854222625,30,421,"regulation of cell projection organization","BP","Apc, Arpc2, Cfl1, Eef1a1, Evl, Fez1, Fgf13, Gpm6a, Hnrnpk, Hras, Hsp90aa1, Ift20, Map1b, Mapt, Mif, Ncs1, Nefl, Nsmf, Pcp4, Pfn2, Ptprz1, Qk, Rab11a, Sept7, Serpine2, Snap25, Stmn2, Tubb2b, Ube2v2, Ywhah"
