"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"2907","GO:0007267",1.41969679659891e-05,0.999993136194532,59,622,"cell-cell signaling","BP","Apc, Atxn1, Cav2, Cd24a, Cfl1, Cnih2, Cpe, Cplx2, Creb1, Ctnnb1, Cux2, Dynll1, Epha5, Fabp5, Fkbp1b, Glud1, Gnai2, Gnas, Gsk3b, Hmgn3, Hnrnpk, Hras, Ift20, Kctd13, Kdm5b, Lin7b, Ly6e, Map1a, Mapt, Mef2c, Ncs1, Ndufaf2, Nnat, Nrgn, Nrxn2, Nsg1, Nsmf, Oxct1, Pfdn5, Pfn2, Pin1, Plk2, Prkaca, Rab11a, Rab11b, Rab1a, Rab3a, Rtf1, Serpine2, Slc1a3, Snap25, Snca, Sncb, Sox4, Stx1a, Tubb2b, Vamp2, Vsnl1, Ywhaz"
"7078","GO:0032989",1.44314875413967e-05,0.999993262379454,53,546,"cellular component morphogenesis","BP","Actb, Actg1, Apc, Bhlhe22, Bsg, Calr, Cfl1, Chl1, Creb1, Crmp1, Ctnnb1, Cux2, Dpysl2, Eif4g2, Epha5, Fez1, Fgf13, Fis1, Gap43, Gas7, Gdi1, Gsk3b, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Kif5c, Map1a, Map1b, Map2, Mapt, Mef2c, Metrn, Nsmf, Numbl, Prpf40a, Ptprz1, Rab11a, Rab1a, Rab3a, Rhoa, Rtn4, Slc1a3, Sparc, Stk25, Stmn1, Tbcc, Ttc3, Tubb2b, Tubb3, Ubb, Uchl1, Ywhah"
"10857","GO:0050896",1.52228872416656e-05,0.999990501746651,209,2731,"response to stimulus","BP","Actb, Actg1, Adgra1, Agap2, Agl, Alkbh5, Apc, Arhgdig, Arpp21, Atp1a2, Atp6v1g1, Atxn1, Bend6, Bmpr1a, Bod1l, Brk1, Bsg, Calm3, Calr, Camk2n1, Camta1, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd5, Chl1, Cirbp, Cldn5, Cnih2, Cpe, Cplx2, Cpne2, Creb1, Crmp1, Cst3, Ctla2a, Ctnnb1, Cux2, Cxcl14, Ddah1, Dnaja1, Dok5, Dpysl2, Dusp3, Dynll1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eif4a2, Eif4g1, Epha5, Fabp5, Fabp7, Fau, Fgf13, Fis1, Fkbp1a, Fkbp1b, Gabarap, Gap43, Gapdh, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gpx1, Gpx4, Gsk3b, Gstp1, H2afy, Hba-a1, Hba-a2, Hist1h2bc, Hmgn1, Hmgn3, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Idh1, Ifngr2, Ift20, Ift74, Jund, Kctd13, Kdm5b, Kif5c, Lamtor1, Lamtor5, Lars, Lgals1, Ly6e, Map2, Mapt, Mef2c, Meg3, Mif, Mlc1, Mllt11, Mmp14, Morf4l1, Mpc1, Mt2, Mt3, Naca, Ncl, Ncs1, Ndufaf2, Ndufs4, Nedd8, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Numbl, Oxct1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pglyrp1, Pin1, Plk2, Plpp1, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbp1, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rorb, Rtf1, Rtn4, Serpine2, Slc1a3, Slc25a4, Slc9a3r2, Snca, Sox4, Sparc, Sparcl1, Spry2, Srp14, Srpk2, Srsf3, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Stx7, Sub1, Sumo1, Tiam2, Tmbim6, Tomm7, Tpt1, Trim24, Tuba1b, Tubb2b, Tubb3, Ubb, Ube2d3, Ube2e2, Ube2v2, Uchl1, Vamp2, Vsnl1, Wdfy1, Wsb2, Ybx1, Ypel3, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106"
"10352","GO:0048167",1.55256886477636e-05,0.999995835684408,19,121,"regulation of synaptic plasticity","BP","Cfl1, Cplx2, Creb1, Gsk3b, Hnrnpk, Hras, Map1a, Mapt, Mef2c, Nrgn, Nsg1, Nsmf, Plk2, Rab11a, Rab3a, Serpine2, Snap25, Snca, Vamp2"
"3164","GO:0008284",1.72646727128177e-05,0.999992752893993,39,320,"positive regulation of cell proliferation","BP","AY036118, Agap2, Anp32b, Atxn1, Bmpr1a, Brk1, Calr, Cav2, Ccnd2, Cd24a, Cd81, Cdk4, Cst3, Ctnnb1, Eif4g1, Eif5a, Gnai2, Gnas, Gng5, Gsk3b, Hras, Kdm5b, Malat1, Marcksl1, Mef2c, Mif, N4bp2l2, Naca, Ndufs4, Nme2, Npm1, Ppp1r16b, Prkaca, Ptprz1, Rnf187, Rtn4, Sox4, Srpk2, Ybx1"
"14464","GO:0099503",1.78454718998788e-05,0.99999320267055,32,243,"secretory vesicle","CC","Ap2m1, Bsg, Calm1, Calm2, Calm3, Calr, Cav2, Clta, Cpe, Ctsl, Dynll1, Dynlt1a, Kif1a, Mal2, Marcksl1, Mt3, Ncs1, Pcsk1n, Pebp1, Prkaca, Rab11b, Rab3a, Rab3d, Rph3a, Serpine2, Snap25, Snca, Sparc, Stx1a, Stx7, Tprgl, Vamp2"
"2109","GO:0005874",1.83533713299384e-05,0.999993232248292,30,230,"microtubule","CC","Apc, Bod1, Dpysl2, Dynll1, Dynlt1a, Fez1, Fgf13, Gabarap, Gsk3b, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Nav1, Rab11a, Rab3d, Spry2, Stmn1, Tbca, Tpt1, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"9670","GO:0045664",1.88773332484303e-05,0.999991680257527,43,420,"regulation of neuron differentiation","BP","Bend6, Calr, Cd24a, Cfl1, Crmp1, Cux2, Dpysl2, Eef1a1, Eif4g1, Eif4g2, Fez1, Fgf13, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Lgals1, Map1b, Map2, Mapt, Mef2c, Metrn, Mif, Mmd, Ncs1, Nme2, Nsmf, Numbl, Pcp4, Plk2, Ptprz1, Rab11a, Ranbp1, Rhoa, Rtn4, Serpine2, Snap25, Stk25, Stmn2, Ttc3, Tubb2b, Ube2v2, Ywhah"
"1131","GO:0003208",1.91273625601011e-05,0.999998568906955,7,19,"cardiac ventricle morphogenesis","BP","Bmpr1a, Cpe, Ctnnb1, Fkbp1a, Ly6e, Mef2c, Sox4"
"9548","GO:0045277",1.93337307656355e-05,0.999998819774236,9,12,"respiratory chain complex IV","CC","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6b1, Cox7b, Cox7c, Cox8a, Ndufa4"
"5662","GO:0023061",1.94969205591344e-05,0.999992929847163,29,216,"signal release","BP","Cplx2, Creb1, Dynll1, Epha5, Fkbp1b, Glud1, Gnas, Gsk3b, Hmgn3, Kdm5b, Lin7b, Ly6e, Mef2c, Ncs1, Ndufaf2, Nnat, Nrxn2, Oxct1, Pfn2, Rab11b, Rab1a, Rab3a, Snap25, Snca, Sox4, Stx1a, Vamp2, Vsnl1, Ywhaz"
"12886","GO:0071310",2.01268115558348e-05,0.999989325052219,74,795,"cellular response to organic substance","BP","Actb, Actg1, Apc, Atp1a2, Bmpr1a, Calr, Cav2, Cd24a, Cdk4, Cfl1, Cldn5, Creb1, Ctnnb1, Cux2, Dnaja1, Dok5, Dusp3, Dynll1, Eef1a1, Eef1e1, Eif4a2, Epha5, Fis1, Fkbp1a, Fkbp1b, Gapdh, Gnai2, Gnas, Gpx1, Gsk3b, Gstp1, Hmgn3, Hnrnpk, Hsp90ab1, Ifngr2, Jund, Kdm5b, Lamtor1, Lamtor5, Lars, Ly6e, Map2, Mef2c, Mif, Mlc1, Mpc1, Mt3, Ncl, Ndufaf2, Npm1, Nsmf, Numbl, Oxct1, Pin1, Prdx2, Prkaca, Rab11b, Ranbp1, Rhoa, Rorb, Sox4, Sparc, Spry2, Srsf3, Stmn2, Tmbim6, Trim24, Tuba1b, Vamp2, Vsnl1, Ybx1, Ywhah, Zcchc18, Zfp106"
"8335","GO:0040011",2.27838561118498e-05,0.999988696855737,61,633,"locomotion","BP","Actb, Apc, Arpc5, Atp1a2, Bmpr1a, Brk1, Bsg, Calr, Cav2, Cd24a, Cd81, Cfl1, Chl1, Creb1, Crmp1, Ctnnb1, Cxcl14, Dnaja1, Dpysl2, Dusp3, Epha5, Erdr1, Fgf13, Gap43, Gnai2, Gpx1, Gsk3b, Hras, Hsp90aa1, Kctd13, Kif5c, Lmo4, Mapt, Mef2c, Mif, Mmp14, Naca, Nav1, Nisch, Nsmf, Pcm1, Pfn1, Pfn2, Pin1, Plk2, Prpf40a, Ptprz1, Rab11a, Rab1a, Rhoa, Rtn4, Snca, Sparc, Spry2, Sst, Tmsb10, Tmsb4x, Tubb2b, Tubb3, Vapa, Ywhae"
"14492","GO:0099537",2.41571202400798e-05,0.999989872397671,37,351,"trans-synaptic signaling","BP","Atxn1, Cav2, Cd24a, Cfl1, Cnih2, Cplx2, Creb1, Ctnnb1, Cux2, Fabp5, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Lin7b, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nrxn2, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"11258","GO:0051656",2.42845256667134e-05,0.999990703032686,31,262,"establishment of organelle localization","BP","Ap3s1, Bod1, Cnih2, Cplx2, Ctnnb1, Dpysl2, Fez1, Gsk3b, Kif1a, Kif5c, Map1b, Map2, Mapt, Ncs1, Npm1, Pcm1, Pfn2, Rab11a, Rab11b, Rab1a, Rab3a, Snap25, Snca, Spry2, Stard3nl, Stk25, Stx1a, Ubb, Uchl1, Vamp2, Ywhaz"
"11178","GO:0051494",2.46176706031062e-05,0.999993826176405,17,90,"negative regulation of cytoskeleton organization","BP","Apc, Capza2, Cfl1, Fgf13, Map1a, Map1b, Map2, Npm1, Pfn1, Pfn2, Ppfia1, Snca, Stmn1, Stmn2, Tmsb10, Tmsb4x, Tubb4a"
"14405","GO:0099080",2.48387735011776e-05,0.999988857557289,44,386,"supramolecular complex","CC","Actg1, Apc, Bod1, Cald1, Chl1, Crmp1, Cst3, Ctnnb1, Dnajb6, Dpysl2, Dynll1, Dynlt1a, Fez1, Fgf13, Fkbp1a, Fkbp1b, Gabarap, Gas7, Gsk3b, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Mef2c, Nav1, Nme2, Pcp4, Rab11a, Rab3d, Snca, Spry2, Stmn1, Tbca, Tpt1, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"14406","GO:0099081",2.48387735011776e-05,0.999988857557289,44,386,"supramolecular polymer","CC","Actg1, Apc, Bod1, Cald1, Chl1, Crmp1, Cst3, Ctnnb1, Dnajb6, Dpysl2, Dynll1, Dynlt1a, Fez1, Fgf13, Fkbp1a, Fkbp1b, Gabarap, Gas7, Gsk3b, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Mef2c, Nav1, Nme2, Pcp4, Rab11a, Rab3d, Snca, Spry2, Stmn1, Tbca, Tpt1, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"14470","GO:0099512",2.48387735011776e-05,0.999988857557289,44,386,"supramolecular fiber","CC","Actg1, Apc, Bod1, Cald1, Chl1, Crmp1, Cst3, Ctnnb1, Dnajb6, Dpysl2, Dynll1, Dynlt1a, Fez1, Fgf13, Fkbp1a, Fkbp1b, Gabarap, Gas7, Gsk3b, Kif1a, Kif21a, Kif5c, Kifc2, Map1a, Map1b, Map2, Mapt, Mef2c, Nav1, Nme2, Pcp4, Rab11a, Rab3d, Snca, Spry2, Stmn1, Tbca, Tpt1, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"15132","GO:1901700",2.56024241050277e-05,0.999987570793292,54,521,"response to oxygen-containing compound","BP","Actb, Apc, Atp1a2, Cav2, Cdk4, Cfl1, Creb1, Ctnnb1, Dynll1, Eef1b2, Epha5, Fis1, Fkbp1b, Gatm, Gnai2, Gnas, Gpx1, Gsk3b, Gstp1, Hmgn3, Hnrnpk, Jund, Lamtor1, Lamtor5, Lars, Ly6e, Mef2c, Mif, Mlc1, Ncl, Ndufaf2, Ndufs4, Nnat, Nsmf, Oxct1, Pebp1, Prdx1, Prdx2, Prkaca, Rab11b, Ranbp1, Rhoa, Rorb, Slc1a3, Snca, Sox4, Srsf3, Stk25, Tmbim6, Trim24, Vamp2, Vsnl1, Ybx1, Zfp106"
"11019","GO:0051179",2.62736298120481e-05,0.999983319243915,185,2365,"localization","BP","Actb, Actg1, Agap2, Alkbh5, Alyref, Anp32a, Ap2m1, Ap2s1, Ap3s1, Apc, Aprt, Arf5, Arhgdig, Arpc5, Atp1a2, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Atp6v0b, Atp6v1g1, Atxn1, Bmpr1a, Bod1, Brk1, Bsg, Btf3, Calr, Cav2, Cd200, Cd24a, Cd81, Cfl1, Chl1, Clta, Cnih2, Cpe, Cplx2, Creb1, Crym, Ctnnb1, Cux2, Cxcl14, Dnaja1, Dnajb6, Dpysl2, Dusp3, Dynll1, Eif5a, Epha5, Erdr1, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Fxyd6, Gabarap, Gapdh, Gdi1, Glud1, Gnai2, Gnas, Gpx1, Gsk3b, H2afy, Hmgn3, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Ift20, Ift74, Kctd13, Kdm5b, Kif1a, Kif5c, Lamtor1, Lamtor5, Lars, Lin7b, Lmo4, Ly6e, Mal2, Map1a, Map1b, Map2, Mapt, Mef2c, Mif, Mlc1, Mmd, Mmp14, Mpc1, Mt3, Naca, Nav1, Ncl, Ncs1, Ndufaf2, Nedd8, Nisch, Nnat, Npm1, Nrxn2, Nsg1, Nsmf, Oxct1, Pcm1, Pcp4, Pfn1, Pfn2, Pin1, Plk2, Ppfia1, Ppia, Prkaca, Prpf40a, Ptprz1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbmx2, Rhoa, Rph3a, Rrbp1, Rtn4, Sec62, Serpine2, Slc14a2, Slc1a3, Slc25a4, Slc35a5, Slc6a11, Slc6a15, Slc9a3r2, Smap1, Smdt1, Snap25, Snca, Sncb, Sox4, Sparc, Spry2, Srp14, Srsf3, Ssb, Sst, Stard3nl, Stk25, Stmn1, Stx1a, Stx7, Sumo1, Thoc7, Tmbim6, Tmsb10, Tmsb4x, Tomm7, Tubb2b, Ubb, Uchl1, Use1, Vamp2, Vapa, Vps29, Vps8, Vsnl1, Ybx1, Ywhae, Ywhah, Ywhaq, Ywhaz, Zwint"
"8433","GO:0042221",2.64257964696375e-05,0.999984423951935,116,1371,"response to chemical","BP","Actb, Actg1, Agl, Apc, Atp1a2, Atp6v1g1, Bmpr1a, Bsg, Calr, Cav2, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chl1, Cldn5, Cpne2, Creb1, Crmp1, Ctnnb1, Cux2, Cxcl14, Ddah1, Dnaja1, Dok5, Dpysl2, Dusp3, Dynll1, Eef1a1, Eef1b2, Eef1e1, Eif4a2, Epha5, Fis1, Fkbp1a, Fkbp1b, Gap43, Gapdh, Gatm, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gpx1, Gsk3b, Gstp1, Hba-a1, Hmgn3, Hnrnpk, Hprt, Hsp90aa1, Hsp90ab1, Idh1, Ifngr2, Jund, Kdm5b, Kif5c, Lamtor1, Lamtor5, Lars, Ly6e, Map2, Mapt, Mef2c, Mif, Mlc1, Mmp14, Mpc1, Mt2, Mt3, Ncl, Ndufaf2, Ndufs4, Nedd8, Nenf, Nnat, Npm1, Nsmf, Numbl, Oxct1, Pcp4, Pebp1, Pin1, Prdx1, Prdx2, Prkaca, Rab11b, Ranbp1, Rbp1, Rhoa, Rorb, Rtn4, Slc1a3, Snca, Sox4, Sparc, Spry2, Srp14, Srsf3, Stk25, Stmn2, Sumo1, Tmbim6, Trim24, Tuba1b, Tubb2b, Tubb3, Vamp2, Vsnl1, Ybx1, Ywhah, Ywhaz, Zcchc18, Zfp106"
"1851","GO:0005200",2.7542235233888e-05,0.999996060135029,10,38,"structural constituent of cytoskeleton","MF","Actb, Actg1, Arpc5, Nisch, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"9795","GO:0045927",2.82006033375513e-05,0.999992082494139,19,122,"positive regulation of growth","BP","Bmpr1a, Cd81, Cfl1, Creb1, Eif4g1, Eif4g2, Gdi1, Gsk3b, Hnrnpk, Map1b, Mapt, Mef2c, Mmp14, Naca, Pin1, Rab11a, Rhoa, Rtn4, Slc25a4"
"99","GO:0000226",3.03957762220407e-05,0.99998803847227,32,263,"microtubule cytoskeleton organization","BP","Apc, Calm3, Chd3, Crmp1, Ctnnb1, Fgf13, Gabarap, Gapdh, Gsk3b, Map1a, Map1b, Map2, Mapt, Nav1, Npm1, Pcm1, Plk2, Rab11a, Ranbp1, Rhoa, Snca, Son, Spry2, Stmn1, Stmn2, Stmn3, Tuba1b, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb5"
"14444","GO:0099177",3.132861041902e-05,0.999988016910352,30,265,"regulation of trans-synaptic signaling","BP","Cfl1, Cnih2, Cplx2, Creb1, Cux2, Fabp5, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Stx1a, Tubb2b, Vamp2"
"6137","GO:0031090",3.37534265699225e-05,0.999980359107954,100,950,"organelle membrane","CC","Ap2m1, Ap2s1, Apc, Arl8a, Atp5d, Atp5e, Atp5g1, Atp5g2, Atp5h, Atp5j2, Atp5k, Atp5o, Atp6v0b, Atp6v1g1, B3gat1, Bsg, Calm1, Calm2, Calm3, Cav2, Ccnd2, Cd24a, Cdk4, Cfl1, Clta, Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cst3, Ctnnb1, Cux2, Fis1, Fkbp1a, Fkbp1b, Gabarap, Gapdh, Gatm, Glud1, Gnas, Gnb1, Gpx4, Hccs, Hsp90ab1, Lamtor1, Lamtor5, Mal2, Mdh2, Mpc1, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb2, Ndufb4, Ndufb9, Ndufs4, Nme2, Nrgn, Nsg1, Nsmf, Pcm1, Pebp1, Rab11b, Rab1a, Rab3a, Rnf152, Rph3a, Sdhb, Slc1a3, Slc25a4, Slc35a5, Smdt1, Snca, Sparc, Ssr4, Stard3nl, Stk25, Stx1a, Stx7, Sumo1, Tm7sf2, Tmbim6, Tomm7, Uqcrb, Uqcrh, Uqcrq, Usmg5, Vamp2, Vapa, Ybx1"
"14236","GO:0098793",3.49227436292862e-05,0.999985307948281,36,320,"presynapse","CC","Actb, Actg1, Calm1, Calm2, Calm3, Clta, Cplx2, Ctnnb1, Dpysl2, Fkbp1a, Fxyd6, Hnrnpk, Kif1a, Mal2, Marcksl1, Mt3, Ncs1, Npy, Nrxn2, Pebp1, Pfn1, Pfn2, Rab11b, Rab1a, Rab3a, Rab3d, Rph3a, Slc6a11, Snap25, Snca, Sncb, Stx1a, Stx7, Tprgl, Vamp2, Ywhah"
"14491","GO:0099536",3.50191990801684e-05,0.999985037769068,37,357,"synaptic signaling","BP","Atxn1, Cav2, Cd24a, Cfl1, Cnih2, Cplx2, Creb1, Ctnnb1, Cux2, Fabp5, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Lin7b, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nrxn2, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"15133","GO:1901701",3.78835271138043e-05,0.999982599214821,44,394,"cellular response to oxygen-containing compound","BP","Actb, Apc, Cav2, Cdk4, Cfl1, Creb1, Ctnnb1, Dynll1, Epha5, Fis1, Fkbp1b, Gnai2, Gnas, Gpx1, Gsk3b, Gstp1, Hmgn3, Hnrnpk, Lamtor1, Lamtor5, Lars, Ly6e, Mef2c, Mif, Mlc1, Ncl, Ndufaf2, Nsmf, Oxct1, Prdx1, Prdx2, Prkaca, Rab11b, Ranbp1, Rhoa, Rorb, Sox4, Srsf3, Stk25, Trim24, Vamp2, Vsnl1, Ybx1, Zfp106"
"11245","GO:0051640",3.84979525716731e-05,0.99998369278703,36,337,"organelle localization","BP","Ap3s1, Bod1, Cav2, Cnih2, Cplx2, Ctnnb1, Dpysl2, Fez1, Gsk3b, Ift20, Kif1a, Kif5c, Lamtor1, Map1b, Map2, Mapt, Ncs1, Npm1, Pcm1, Pfn2, Rab11a, Rab11b, Rab1a, Rab3a, Rab3d, Snap25, Snca, Spry2, Stard3nl, Stk25, Stx1a, Stx7, Ubb, Uchl1, Vamp2, Ywhaz"
"2908","GO:0007268",3.87680932644634e-05,0.999983557493011,36,346,"chemical synaptic transmission","BP","Atxn1, Cav2, Cd24a, Cfl1, Cnih2, Cplx2, Creb1, Ctnnb1, Cux2, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Lin7b, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nrxn2, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"14318","GO:0098916",3.87680932644634e-05,0.999983557493011,36,346,"anterograde trans-synaptic signaling","BP","Atxn1, Cav2, Cd24a, Cfl1, Cnih2, Cplx2, Creb1, Ctnnb1, Cux2, Gnai2, Gsk3b, Hnrnpk, Hras, Kctd13, Lin7b, Map1a, Mapt, Mef2c, Ncs1, Nrgn, Nrxn2, Nsg1, Nsmf, Pfn2, Plk2, Prkaca, Rab11a, Rab3a, Serpine2, Slc1a3, Snap25, Snca, Sncb, Stx1a, Tubb2b, Vamp2"
"4052","GO:0010976",4.6982940707576e-05,0.999983036594828,26,210,"positive regulation of neuron projection development","BP","Cd24a, Cfl1, Cux2, Eef1a1, Eif4g2, Fez1, Fkbp1b, Gdi1, Gsk3b, Hnrnpk, Map1b, Mapt, Metrn, Mif, Nme2, Numbl, Pcp4, Ptprz1, Rab11a, Ranbp1, Rtn4, Serpine2, Stk25, Stmn2, Tubb2b, Ube2v2"
"3376","GO:0009055",4.78807186541945e-05,0.999988432782395,17,49,"electron transfer activity","MF","Cox4i1, Cox5a, Cox6a1, Cox6a2, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cycs, Ndufa4, Ndufaf2, Sdhb, Uqcrb, Uqcrh, Uqcrq"
"14361","GO:0098978",4.96497221844756e-05,0.999978929628276,35,339,"glutamatergic synapse","CC","Actb, Adgra1, Ap2m1, Camkv, Cfl1, Clta, Cnih2, Cplx2, Dlgap4, Eef1d, Fxyd6, Gapdh, Gsk3b, Hnrnpk, Hras, Mal2, Ncs1, Nrgn, Nsg1, Nsmf, Pfn1, Pfn2, Pin1, Ptprz1, Rab11a, Rheb, Rhoa, Rtn4, Snap25, Sparc, Sparcl1, Stx1a, Ywhae, Ywhah, Ywhaz"
"10784","GO:0050794",5.08541894987945e-05,0.999966603879649,266,3725,"regulation of cellular process","BP","AY036118, Abcf1, Actb, Adgra1, Agap2, Anapc5, Anp32b, Ap2m1, Apc, Arhgdig, Arpc5, Atp1a2, Atxn1, Basp1, Bend6, Bex2, Bhlhe22, Bmpr1a, Bod1, Brk1, Calm3, Calr, Camk2n1, Camkv, Camta1, Capza2, Cav2, Cbx3, Ccnd2, Cd200, Cd24a, Cd81, Cdk4, Cfl1, Chchd2, Chd5, Chl1, Cirbp, Cldn5, Cnih2, Cox7a2, Cox7a2l, Cpe, Cplx2, Creb1, Crmp1, Crym, Cst3, Ctla2a, Ctnnb1, Ctsl, Cux2, Cxcl14, Cycs, Dda1, Ddah1, Dnaja1, Dnajb6, Dok5, Dpysl2, Dstn, Dusp3, Dynll1, Eef1a1, Eef1d, Eef1e1, Eef2, Eif3c, Eif3k, Eif4a2, Eif4g1, Eif4g2, Eif5a, Epha5, Erdr1, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fkbp1b, Fth1, Gabarap, Gap43, Gapdh, Gas7, Gdi1, Glud1, Gnai2, Gnas, Gnb1, Gng5, Gpx1, Gpx4, Gsk3b, Gstp1, Gtf2a2, H2afy, H3f3a, Hivep1, Hmgn1, Hmgn3, Hmgn5, Hnrnpk, Hprt, Hras, Hsp90aa1, Hsp90ab1, Idh1, Ifngr2, Ift20, Ift74, Igfbp7, Igfbpl1, Jund, Kctd13, Kdm5b, Lamtor1, Lamtor5, Lars, Lgals1, Lmo4, Lrrc24, Ly6e, Malat1, Map1a, Map1b, Map2, Mapt, Marcksl1, Med25, Mef2c, Meg3, Metrn, Mif, Mllt11, Mmd, Mmp14, Mn1, Morf4l1, Mphosph8, Mt2, Mt3, N4bp2l2, Naca, Ncl, Ncs1, Ndufaf2, Ndufs4, Nedd8, Nenf, Nisch, Nme2, Nnat, Npm1, Npy, Nrgn, Nrxn2, Nsg1, Nsmf, Numbl, Olig1, Oxct1, Pcm1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn5, Pfn1, Pfn2, Pglyrp1, Pin1, Plk2, Plpp1, Pou3f1, Ppfia1, Ppia, Ppp1r13b, Ppp1r14c, Ppp1r16b, Prdx1, Prdx2, Prkaca, Prpf40a, Ptgds, Ptprz1, Rab11a, Rab11b, Rab18, Rab1a, Rab28, Rab3a, Rab3d, Ranbp1, Rbp1, Rgs17, Rgs5, Rheb, Rhoa, Rnf152, Rnf187, Rorb, Rtf1, Rtn4, S100a11, Serpine2, Slc1a3, Slc25a4, Slc9a3r2, Smap1, Smarcc2, Snap25, Snca, Sncb, Son, Sox4, Sparc, Sparcl1, Spry2, Srpk2, Srsf3, Sst, Stk25, Stmn1, Stmn2, Stmn3, Stx1a, Sub1, Sumo1, Taf10, Tcf25, Tiam2, Tmbim6, Tmem176b, Tmsb10, Tmsb4x, Tomm7, Tpt1, Trappc2, Trim24, Ttc3, Tubb2b, Tubb4a, Tubb5, Ubb, Ube2e2, Ube2v2, Uchl1, Use1, Usp22, Vamp2, Vsnl1, Wdfy1, Wsb2, Ybx1, Ypel3, Ywhae, Ywhah, Ywhaq, Ywhaz, Zcchc18, Zfp106, Zfp704, Zfp706, Zwint"
"6048","GO:0030900",5.66969767240253e-05,0.999981318283138,22,163,"forebrain development","BP","Bhlhe22, Bmpr1a, Chd5, Creb1, Ctnnb1, Epha5, Fabp7, Fgf13, Gsk3b, Hnrnpk, Hprt, Kif1a, Numbl, Pcm1, Pebp1, Pou3f1, Rhoa, Rtn4, Smarcc2, Ubb, Uqcrq, Ywhae"
